end of batch....0, cost so far 4560
end of batch....3558, cost so far 1492
end of batch....3559, cost so far 1492
end of batch....3560, cost so far 1492
end of batch....3561, cost so far 1492
end of batch....3562, cost so far 1492
end of batch....3563, cost so far 1492
end of batch....3564, cost so far 1492
end of batch....3565, cost so far 1492
end of batch....3566, cost so far 1492
end of batch....3567, cost so far 1492
end of batch....3568, cost so far 1492
end of batch....3569, cost so far 1492
end of batch....3570, cost so far 1492
end of batch....3571, cost so far 1492
end of batch....3572, cost so far 1492
end of batch....3573, cost so far 1492
end of batch....3574, cost so far 1492
end of batch....3575, cost so far 1492
end of batch....3576, cost so far 1492
end of batch....3577, cost so far 1492
end of batch....3578, cost so far 1492
end of batch....3579, cost so far 1492
end of batch....3580, cost so far 1492
end of batch....3581, cost so far 1492
end of batch....3582, cost so far 1492
end of batch....3583, cost so far 1492
end of batch....3584, cost so far 1492
end of batch....3585, cost so far 1492
end of batch....3586, cost so far 1492
end of batch....3587, cost so far 1492
end of batch....3588, cost so far 1492
end of batch....3589, cost so far 1492
end of batch....3590, cost so far 1492
end of batch....3591, cost so far 1492
end of batch....3592, cost so far 1492
end of batch....3593, cost so far 1492
end of batch....3594, cost so far 1492
end of batch....3595, cost so far 1492
end of batch....3596, cost so far 1492
end of batch....3597, cost so far 1492
end of batch....3598, cost so far 1492
end of batch....3599, cost so far 1492
end of batch....3600, cost so far 1492
end of batch....3601, cost so far 1492
end of batch....3602, cost so far 1492
end of batch....3603, cost so far 1492
end of batch....3604, cost so far 1492
end of batch....3605, cost so far 1492
end of batch....3606, cost so far 1492
end of batch....3607, cost so far 1492
end of batch....3608, cost so far 1492
end of batch....3609, cost so far 1492
end of batch....3610, cost so far 1492
end of batch....3611, cost so far 1492
end of batch....3612, cost so far 1492
end of batch....3613, cost so far 1492
end of batch....3614, cost so far 1492
end of batch....3615, cost so far 1492
end of batch....3616, cost so far 1492
end of batch....3617, cost so far 1492
end of batch....3618, cost so far 1492
end of batch....3619, cost so far 1492
end of batch....3620, cost so far 1492
end of batch....3621, cost so far 1492
end of batch....3622, cost so far 1492
end of batch....3623, cost so far 1492
end of batch....3624, cost so far 1492
end of batch....3625, cost so far 1492
end of batch....3626, cost so far 1492
end of batch....3627, cost so far 1492
end of batch....3628, cost so far 1492
end of batch....3629, cost so far 1492
end of batch....3630, cost so far 1492
end of batch....3631, cost so far 1492
end of batch....3632, cost so far 1492
end of batch....3633, cost so far 1492
end of batch....3634, cost so far 1492
end of batch....3635, cost so far 1492
end of batch....3636, cost so far 1492
end of batch....3637, cost so far 1492
end of batch....3638, cost so far 1492
end of batch....3639, cost so far 1492
end of batch....3640, cost so far 1492
end of batch....3641, cost so far 1492
end of batch....3642, cost so far 1492
end of batch....3643, cost so far 1492
end of batch....3644, cost so far 1492
end of batch....3645, cost so far 1492
end of batch....3646, cost so far 1492
end of batch....3647, cost so far 1492
end of batch....3648, cost so far 1492
end of batch....3649, cost so far 1492
end of batch....3650, cost so far 1492
end of batch....3651, cost so far 1492
end of batch....3652, cost so far 1492
end of batch....3653, cost so far 1492
end of batch....3654, cost so far 1492
end of batch....3655, cost so far 1492
end of batch....3656, cost so far 1492
end of batch....3657, cost so far 1492
end of batch....3658, cost so far 1492
end of batch....3659, cost so far 1492
end of batch....3660, cost so far 1492
end of batch....3661, cost so far 1492
end of batch....3662, cost so far 1492
end of batch....3663, cost so far 1492
end of batch....3664, cost so far 1492
end of batch....3665, cost so far 1492
end of batch....3666, cost so far 1492
end of batch....3667, cost so far 1492
end of batch....3668, cost so far 1492
end of batch....3669, cost so far 1492
end of batch....3670, cost so far 1492
end of batch....3671, cost so far 1492
end of batch....3672, cost so far 1492
end of batch....3673, cost so far 1492
end of batch....3674, cost so far 1492
end of batch....3675, cost so far 1492
end of batch....3676, cost so far 1492
end of batch....3677, cost so far 1492
end of batch....3678, cost so far 1492
end of batch....3679, cost so far 1492
end of batch....3680, cost so far 1492
end of batch....3681, cost so far 1492
end of batch....3682, cost so far 1492
end of batch....3683, cost so far 1492
end of batch....3684, cost so far 1492
end of batch....3685, cost so far 1492
end of batch....3686, cost so far 1492
end of batch....3687, cost so far 1492
end of batch....3688, cost so far 1492
end of batch....3689, cost so far 1492
end of batch....3690, cost so far 1492
end of batch....3691, cost so far 1492
end of batch....3692, cost so far 1492
end of batch....3693, cost so far 1492
end of batch....3694, cost so far 1492
end of batch....3695, cost so far 1492
end of batch....3696, cost so far 1492
end of batch....3697, cost so far 1492
end of batch....3698, cost so far 1492
end of batch....3699, cost so far 1492
end of batch....3700, cost so far 1492
end of batch....3701, cost so far 1492
end of batch....3702, cost so far 1492
end of batch....3703, cost so far 1492
end of batch....3704, cost so far 1492
end of batch....3705, cost so far 1492
end of batch....3706, cost so far 1492
end of batch....3707, cost so far 1492
end of batch....3708, cost so far 1492
end of batch....3709, cost so far 1492
end of batch....3710, cost so far 1492
end of batch....3711, cost so far 1492
end of batch....3712, cost so far 1492
end of batch....3713, cost so far 1492
end of batch....3714, cost so far 1492
end of batch....3715, cost so far 1492
end of batch....3716, cost so far 1492
end of batch....3717, cost so far 1492
end of batch....3718, cost so far 1492
end of batch....3719, cost so far 1492
end of batch....3720, cost so far 1492
end of batch....3721, cost so far 1492
end of batch....3722, cost so far 1492
end of batch....3723, cost so far 1492
end of batch....3724, cost so far 1492
end of batch....3725, cost so far 1492
end of batch....3726, cost so far 1492
end of batch....3727, cost so far 1492
end of batch....3728, cost so far 1492
end of batch....3729, cost so far 1492
end of batch....3730, cost so far 1492
end of batch....3731, cost so far 1492
end of batch....3732, cost so far 1492
end of batch....3733, cost so far 1492
end of batch....3734, cost so far 1492
end of batch....3735, cost so far 1492
end of batch....3736, cost so far 1492
end of batch....3737, cost so far 1492
end of batch....3738, cost so far 1492
end of batch....3739, cost so far 1492
end of batch....3740, cost so far 1492
end of batch....3741, cost so far 1492
end of batch....3742, cost so far 1492
end of batch....3743, cost so far 1492
end of batch....3744, cost so far 1492
end of batch....3745, cost so far 1492
end of batch....3746, cost so far 1492
end of batch....3747, cost so far 1492
end of batch....3748, cost so far 1492
end of batch....3749, cost so far 1492
end of batch....3750, cost so far 1492
end of batch....3751, cost so far 1492
end of batch....3752, cost so far 1492
end of batch....3753, cost so far 1492
end of batch....3754, cost so far 1492
end of batch....3755, cost so far 1492
end of batch....3756, cost so far 1492
end of batch....3757, cost so far 1492
end of batch....3758, cost so far 1492
end of batch....3759, cost so far 1492
end of batch....3760, cost so far 1492
end of batch....3761, cost so far 1492
end of batch....3762, cost so far 1492
end of batch....3763, cost so far 1492
end of batch....3764, cost so far 1492
end of batch....3765, cost so far 1492
end of batch....3766, cost so far 1492
end of batch....3767, cost so far 1492
end of batch....3768, cost so far 1492
end of batch....3769, cost so far 1492
end of batch....3770, cost so far 1492
end of batch....3771, cost so far 1492
end of batch....3772, cost so far 1492
end of batch....3773, cost so far 1492
end of batch....3774, cost so far 1492
end of batch....3775, cost so far 1492
end of batch....3776, cost so far 1492
end of batch....3777, cost so far 1492
end of batch....3778, cost so far 1492
end of batch....3779, cost so far 1492
end of batch....3780, cost so far 1492
end of batch....3781, cost so far 1492
end of batch....3782, cost so far 1492
end of batch....3783, cost so far 1492
end of batch....3784, cost so far 1492
end of batch....3785, cost so far 1492
end of batch....3786, cost so far 1492
end of batch....3787, cost so far 1492
end of batch....3788, cost so far 1492
end of batch....3789, cost so far 1492
end of batch....3790, cost so far 1492
end of batch....3791, cost so far 1492
end of batch....3792, cost so far 1492
end of batch....3793, cost so far 1492
end of batch....3794, cost so far 1492
end of batch....3795, cost so far 1492
end of batch....3796, cost so far 1492
end of batch....3797, cost so far 1492
end of batch....3798, cost so far 1492
end of batch....3799, cost so far 1492
end of batch....3800, cost so far 1492
end of batch....3801, cost so far 1492
end of batch....3802, cost so far 1492
end of batch....3803, cost so far 1492
end of batch....3804, cost so far 1492
end of batch....3805, cost so far 1492
end of batch....3806, cost so far 1492
end of batch....3807, cost so far 1492
end of batch....3808, cost so far 1492
end of batch....3809, cost so far 1492
end of batch....3810, cost so far 1492
end of batch....3811, cost so far 1492
end of batch....3812, cost so far 1492
end of batch....3813, cost so far 1492
end of batch....3814, cost so far 1492
end of batch....3815, cost so far 1492
end of batch....3816, cost so far 1492
end of batch....3817, cost so far 1492
end of batch....3818, cost so far 1492
end of batch....3819, cost so far 1492
end of batch....3820, cost so far 1492
end of batch....3821, cost so far 1492
end of batch....3822, cost so far 1492
end of batch....3823, cost so far 1492
end of batch....3824, cost so far 1492
end of batch....3825, cost so far 1492
end of batch....3826, cost so far 1492
end of batch....3827, cost so far 1492
end of batch....3828, cost so far 1492
end of batch....3829, cost so far 1492
end of batch....3830, cost so far 1492
end of batch....3831, cost so far 1492
end of batch....3832, cost so far 1492
end of batch....3833, cost so far 1492
end of batch....3834, cost so far 1492
end of batch....3835, cost so far 1492
end of batch....3836, cost so far 1492
end of batch....3837, cost so far 1492
end of batch....3838, cost so far 1492
end of batch....3839, cost so far 1492
end of batch....3840, cost so far 1492
end of batch....3841, cost so far 1492
end of batch....3842, cost so far 1492
end of batch....3843, cost so far 1492
end of batch....3844, cost so far 1492
end of batch....3845, cost so far 1492
end of batch....3846, cost so far 1492
end of batch....3847, cost so far 1492
end of batch....3848, cost so far 1492
end of batch....3849, cost so far 1492
end of batch....3850, cost so far 1492
end of batch....3851, cost so far 1492
end of batch....3852, cost so far 1492
end of batch....3853, cost so far 1492
end of batch....3854, cost so far 1492
end of batch....3855, cost so far 1492
end of batch....3856, cost so far 1492
end of batch....3857, cost so far 1492
end of batch....3858, cost so far 1492
end of batch....3859, cost so far 1492
end of batch....3860, cost so far 1492
end of batch....3861, cost so far 1492
end of batch....3862, cost so far 1492
end of batch....3863, cost so far 1492
end of batch....3864, cost so far 1492
end of batch....3865, cost so far 1492
end of batch....3866, cost so far 1492
end of batch....3867, cost so far 1492
end of batch....3868, cost so far 1492
end of batch....3869, cost so far 1492
end of batch....3870, cost so far 1492
end of batch....3871, cost so far 1492
end of batch....3872, cost so far 1492
end of batch....3873, cost so far 1492
end of batch....3874, cost so far 1492
end of batch....3875, cost so far 1492
end of batch....3876, cost so far 1492
end of batch....3877, cost so far 1492
end of batch....3878, cost so far 1492
end of batch....3879, cost so far 1492
end of batch....3880, cost so far 1492
end of batch....3881, cost so far 1492
end of batch....3882, cost so far 1492
end of batch....3883, cost so far 1492
end of batch....3884, cost so far 1492
end of batch....3885, cost so far 1492
end of batch....3886, cost so far 1492
end of batch....3887, cost so far 1492
end of batch....3888, cost so far 1492
end of batch....3889, cost so far 1492
end of batch....3890, cost so far 1492
end of batch....3891, cost so far 1492
end of batch....3892, cost so far 1492
end of batch....3893, cost so far 1492
end of batch....3894, cost so far 1492
end of batch....3895, cost so far 1492
end of batch....3896, cost so far 1492
end of batch....3897, cost so far 1492
end of batch....3898, cost so far 1492
end of batch....3899, cost so far 1492
end of batch....3900, cost so far 1492
end of batch....3901, cost so far 1492
end of batch....3902, cost so far 1492
end of batch....3903, cost so far 1492
end of batch....3904, cost so far 1492
end of batch....3905, cost so far 1492
end of batch....3906, cost so far 1492
end of batch....3907, cost so far 1492
end of batch....3908, cost so far 1492
end of batch....3909, cost so far 1492
end of batch....3910, cost so far 1492
end of batch....3911, cost so far 1492
end of batch....3912, cost so far 1492
end of batch....3913, cost so far 1492
end of batch....3914, cost so far 1492
end of batch....3915, cost so far 1492
end of batch....3916, cost so far 1492
end of batch....3917, cost so far 1492
end of batch....3918, cost so far 1492
end of batch....3919, cost so far 1492
end of batch....3920, cost so far 1492
end of batch....3921, cost so far 1492
end of batch....3922, cost so far 1492
end of batch....3923, cost so far 1492
end of batch....3924, cost so far 1492
end of batch....3925, cost so far 1492
end of batch....3926, cost so far 1492
end of batch....3927, cost so far 1492
end of batch....3928, cost so far 1492
end of batch....3929, cost so far 1492
end of batch....3930, cost so far 1492
end of batch....3931, cost so far 1492
end of batch....3932, cost so far 1492
end of batch....3933, cost so far 1492
end of batch....3934, cost so far 1492
end of batch....3935, cost so far 1492
end of batch....3936, cost so far 1492
end of batch....3937, cost so far 1492
end of batch....3938, cost so far 1492
end of batch....3939, cost so far 1492
end of batch....3940, cost so far 1492
end of batch....3941, cost so far 1492
end of batch....3942, cost so far 1492
end of batch....3943, cost so far 1492
end of batch....3944, cost so far 1492
end of batch....3945, cost so far 1492
end of batch....3946, cost so far 1492
end of batch....3947, cost so far 1492
end of batch....3948, cost so far 1492
end of batch....3949, cost so far 1492
end of batch....3950, cost so far 1492
end of batch....3951, cost so far 1492
end of batch....3952, cost so far 1492
end of batch....3953, cost so far 1492
end of batch....3954, cost so far 1492
end of batch....3955, cost so far 1492
end of batch....3956, cost so far 1492
end of batch....3957, cost so far 1492
end of batch....3958, cost so far 1492
end of batch....3959, cost so far 1492
end of batch....3960, cost so far 1492
end of batch....3961, cost so far 1492
end of batch....3962, cost so far 1492
end of batch....3963, cost so far 1492
end of batch....3964, cost so far 1492
end of batch....3965, cost so far 1492
end of batch....3966, cost so far 1492
end of batch....3967, cost so far 1492
end of batch....3968, cost so far 1492
end of batch....3969, cost so far 1492
end of batch....3970, cost so far 1492
end of batch....3971, cost so far 1492
end of batch....3972, cost so far 1492
end of batch....3973, cost so far 1492
end of batch....3974, cost so far 1492
end of batch....3975, cost so far 1492
end of batch....3976, cost so far 1492
end of batch....3977, cost so far 1492
end of batch....3978, cost so far 1492
end of batch....3979, cost so far 1492
end of batch....3980, cost so far 1492
end of batch....3981, cost so far 1492
end of batch....3982, cost so far 1492
end of batch....3983, cost so far 1492
end of batch....3984, cost so far 1492
end of batch....3985, cost so far 1492
end of batch....3986, cost so far 1492
end of batch....3987, cost so far 1492
end of batch....3988, cost so far 1492
end of batch....3989, cost so far 1492
end of batch....3990, cost so far 1492
end of batch....3991, cost so far 1492
end of batch....3992, cost so far 1492
end of batch....3993, cost so far 1492
end of batch....3994, cost so far 1492
end of batch....3995, cost so far 1492
end of batch....3996, cost so far 1492
end of batch....3997, cost so far 1492
end of batch....3998, cost so far 1492
end of batch....3999, cost so far 1492
end of batch....4000, cost so far 1492
end of batch....4001, cost so far 1492
end of batch....4002, cost so far 1492
end of batch....4003, cost so far 1492
end of batch....4004, cost so far 1492
end of batch....4005, cost so far 1492
end of batch....4006, cost so far 1492
end of batch....4007, cost so far 1492
end of batch....4008, cost so far 1492
end of batch....4009, cost so far 1492
end of batch....4010, cost so far 1492
end of batch....4011, cost so far 1492
end of batch....4012, cost so far 1492
end of batch....4013, cost so far 1492
end of batch....4014, cost so far 1492
end of batch....4015, cost so far 1492
end of batch....4016, cost so far 1492
end of batch....4017, cost so far 1492
end of batch....4018, cost so far 1492
end of batch....4019, cost so far 1492
end of batch....4020, cost so far 1492
end of batch....4021, cost so far 1492
end of batch....4022, cost so far 1492
end of batch....4023, cost so far 1492
end of batch....4024, cost so far 1492
end of batch....4025, cost so far 1492
end of batch....4026, cost so far 1492
end of batch....4027, cost so far 1492
end of batch....4028, cost so far 1492
end of batch....4029, cost so far 1492
end of batch....4030, cost so far 1492
end of batch....4031, cost so far 1492
end of batch....4032, cost so far 1492
end of batch....4033, cost so far 1492
end of batch....4034, cost so far 1492
end of batch....4035, cost so far 1492
end of batch....4036, cost so far 1492
end of batch....4037, cost so far 1492
end of batch....4038, cost so far 1492
end of batch....4039, cost so far 1492
end of batch....4040, cost so far 1492
end of batch....4041, cost so far 1492
end of batch....4042, cost so far 1492
end of batch....4043, cost so far 1492
end of batch....4044, cost so far 1492
end of batch....4045, cost so far 1492
end of batch....4046, cost so far 1492
end of batch....4047, cost so far 1492
end of batch....4048, cost so far 1492
end of batch....4049, cost so far 1492
end of batch....4050, cost so far 1492
end of batch....4051, cost so far 1492
end of batch....4052, cost so far 1492
end of batch....4053, cost so far 1492
end of batch....4054, cost so far 1492
end of batch....4055, cost so far 1492
end of batch....4056, cost so far 1492
end of batch....4057, cost so far 1492
end of batch....4058, cost so far 1492
end of batch....4059, cost so far 1492
end of batch....4060, cost so far 1492
end of batch....4061, cost so far 1492
end of batch....4062, cost so far 1492
end of batch....4063, cost so far 1492
end of batch....4064, cost so far 1492
end of batch....4065, cost so far 1492
end of batch....4066, cost so far 1492
end of batch....4067, cost so far 1492
end of batch....4068, cost so far 1492
end of batch....4069, cost so far 1492
end of batch....4070, cost so far 1492
end of batch....4071, cost so far 1492
end of batch....4072, cost so far 1492
end of batch....4073, cost so far 1492
end of batch....4074, cost so far 1492
end of batch....4075, cost so far 1492
end of batch....4076, cost so far 1492
end of batch....4077, cost so far 1492
end of batch....4078, cost so far 1492
end of batch....4079, cost so far 1492
end of batch....4080, cost so far 1492
end of batch....4081, cost so far 1492
end of batch....4082, cost so far 1492
end of batch....4083, cost so far 1492
end of batch....4084, cost so far 1492
end of batch....4085, cost so far 1492
end of batch....4086, cost so far 1492
end of batch....4087, cost so far 1492
end of batch....4088, cost so far 1492
end of batch....4089, cost so far 1492
end of batch....4090, cost so far 1492
end of batch....4091, cost so far 1492
