end of batch....0, cost so far 13908
end of batch....932, cost so far 13604
end of batch....933, cost so far 13604
end of batch....934, cost so far 13604
end of batch....935, cost so far 13604
end of batch....936, cost so far 13604
end of batch....937, cost so far 13604
end of batch....938, cost so far 13604
end of batch....939, cost so far 13604
end of batch....940, cost so far 13604
end of batch....941, cost so far 13604
end of batch....942, cost so far 13604
end of batch....943, cost so far 13604
end of batch....944, cost so far 13604
end of batch....945, cost so far 13604
end of batch....946, cost so far 13604
end of batch....947, cost so far 13604
end of batch....948, cost so far 13604
end of batch....949, cost so far 13604
end of batch....950, cost so far 13604
end of batch....951, cost so far 13604
end of batch....952, cost so far 13604
end of batch....953, cost so far 13604
end of batch....954, cost so far 13604
end of batch....955, cost so far 13604
end of batch....956, cost so far 13604
end of batch....957, cost so far 13604
end of batch....958, cost so far 13604
end of batch....959, cost so far 13604
end of batch....960, cost so far 13604
end of batch....961, cost so far 13604
end of batch....962, cost so far 13604
end of batch....963, cost so far 13604
end of batch....964, cost so far 13604
end of batch....965, cost so far 13604
end of batch....966, cost so far 13604
end of batch....967, cost so far 13604
end of batch....968, cost so far 13604
end of batch....969, cost so far 13604
end of batch....970, cost so far 13604
end of batch....971, cost so far 13604
end of batch....972, cost so far 13604
end of batch....973, cost so far 13604
end of batch....974, cost so far 13604
end of batch....975, cost so far 13604
end of batch....976, cost so far 13604
end of batch....977, cost so far 13604
end of batch....978, cost so far 13604
end of batch....979, cost so far 13604
end of batch....980, cost so far 13604
end of batch....981, cost so far 13604
end of batch....982, cost so far 13604
end of batch....983, cost so far 13604
end of batch....984, cost so far 13604
end of batch....985, cost so far 13604
end of batch....986, cost so far 13604
end of batch....987, cost so far 13604
end of batch....988, cost so far 13604
end of batch....989, cost so far 13604
end of batch....990, cost so far 13604
end of batch....991, cost so far 13604
end of batch....992, cost so far 13604
end of batch....993, cost so far 13604
end of batch....994, cost so far 13604
end of batch....995, cost so far 13604
end of batch....996, cost so far 13604
end of batch....997, cost so far 13604
end of batch....998, cost so far 13604
end of batch....999, cost so far 13604
end of batch....1000, cost so far 13604
end of batch....1001, cost so far 13604
end of batch....1002, cost so far 13604
end of batch....1003, cost so far 13604
end of batch....1004, cost so far 13604
end of batch....1005, cost so far 13604
end of batch....1006, cost so far 13604
end of batch....1007, cost so far 13604
end of batch....1008, cost so far 13604
end of batch....1009, cost so far 13604
end of batch....1010, cost so far 13604
end of batch....1011, cost so far 13604
end of batch....1012, cost so far 13604
end of batch....1013, cost so far 13604
end of batch....1014, cost so far 13604
end of batch....1015, cost so far 13604
end of batch....1016, cost so far 13604
end of batch....1017, cost so far 13604
end of batch....1018, cost so far 13604
end of batch....1019, cost so far 13604
end of batch....1020, cost so far 13604
end of batch....1021, cost so far 13604
end of batch....1022, cost so far 13604
end of batch....1023, cost so far 13604
end of batch....1024, cost so far 13604
end of batch....1025, cost so far 13604
end of batch....1026, cost so far 13604
end of batch....1027, cost so far 13604
end of batch....1028, cost so far 13604
end of batch....1029, cost so far 13604
end of batch....1030, cost so far 13604
end of batch....1031, cost so far 13604
end of batch....1032, cost so far 13604
end of batch....1033, cost so far 13604
end of batch....1034, cost so far 13604
end of batch....1035, cost so far 13604
end of batch....1036, cost so far 13604
end of batch....1037, cost so far 13604
end of batch....1038, cost so far 13604
end of batch....1039, cost so far 13604
end of batch....1040, cost so far 13604
end of batch....1041, cost so far 13604
end of batch....1042, cost so far 13604
end of batch....1043, cost so far 13604
end of batch....1044, cost so far 13604
end of batch....1045, cost so far 13604
end of batch....1046, cost so far 13604
end of batch....1047, cost so far 13604
end of batch....1048, cost so far 13604
end of batch....1049, cost so far 13604
end of batch....1050, cost so far 13604
end of batch....1051, cost so far 13604
end of batch....1052, cost so far 13604
end of batch....1053, cost so far 13604
end of batch....1054, cost so far 13604
end of batch....1055, cost so far 13604
end of batch....1056, cost so far 13604
end of batch....1057, cost so far 13604
end of batch....1058, cost so far 13604
end of batch....1059, cost so far 13604
end of batch....1060, cost so far 13604
end of batch....1061, cost so far 13604
end of batch....1062, cost so far 13604
end of batch....1063, cost so far 13604
end of batch....1064, cost so far 13604
end of batch....1065, cost so far 13604
end of batch....1066, cost so far 13604
end of batch....1067, cost so far 13604
end of batch....1068, cost so far 13604
end of batch....1069, cost so far 13604
end of batch....1070, cost so far 13604
end of batch....1071, cost so far 13604
end of batch....1072, cost so far 13604
end of batch....1073, cost so far 13604
end of batch....1074, cost so far 13604
end of batch....1075, cost so far 13604
end of batch....1076, cost so far 13604
end of batch....1077, cost so far 13604
end of batch....1078, cost so far 13604
end of batch....1079, cost so far 13604
end of batch....1080, cost so far 13604
end of batch....1081, cost so far 13604
end of batch....1082, cost so far 13604
end of batch....1083, cost so far 13604
end of batch....1084, cost so far 13604
end of batch....1085, cost so far 13604
end of batch....1086, cost so far 13604
end of batch....1087, cost so far 13604
end of batch....1088, cost so far 13604
end of batch....1089, cost so far 13604
end of batch....1090, cost so far 13604
end of batch....1091, cost so far 13604
end of batch....1092, cost so far 13604
end of batch....1093, cost so far 13604
end of batch....1094, cost so far 13604
end of batch....1095, cost so far 13604
end of batch....1096, cost so far 13604
end of batch....1097, cost so far 13604
end of batch....1098, cost so far 13604
end of batch....1099, cost so far 13604
end of batch....1100, cost so far 13604
end of batch....1101, cost so far 13604
end of batch....1102, cost so far 13604
end of batch....1103, cost so far 13604
end of batch....1104, cost so far 13604
end of batch....1105, cost so far 13604
end of batch....1106, cost so far 13604
end of batch....1107, cost so far 13604
end of batch....1108, cost so far 13604
end of batch....1109, cost so far 13604
end of batch....1110, cost so far 13604
end of batch....1111, cost so far 13604
end of batch....1112, cost so far 13604
end of batch....1113, cost so far 13604
end of batch....1114, cost so far 13604
end of batch....1115, cost so far 13604
end of batch....1116, cost so far 13604
end of batch....1117, cost so far 13604
end of batch....1118, cost so far 13604
end of batch....1119, cost so far 13604
end of batch....1120, cost so far 13604
end of batch....1121, cost so far 13604
end of batch....1122, cost so far 13604
end of batch....1123, cost so far 13604
end of batch....1124, cost so far 13604
end of batch....1125, cost so far 13604
end of batch....1126, cost so far 13604
end of batch....1127, cost so far 13604
end of batch....1128, cost so far 13604
end of batch....1129, cost so far 13604
end of batch....1130, cost so far 13604
end of batch....1131, cost so far 13604
end of batch....1132, cost so far 13604
end of batch....1133, cost so far 13604
end of batch....1134, cost so far 13604
end of batch....1135, cost so far 13604
end of batch....1136, cost so far 13604
end of batch....1137, cost so far 13604
end of batch....1138, cost so far 13604
end of batch....1139, cost so far 13604
end of batch....1140, cost so far 13604
end of batch....1141, cost so far 13604
end of batch....1142, cost so far 13604
end of batch....1143, cost so far 13604
end of batch....1144, cost so far 13604
end of batch....1145, cost so far 13604
end of batch....1146, cost so far 13604
end of batch....1147, cost so far 13604
end of batch....1148, cost so far 13604
end of batch....1149, cost so far 13604
end of batch....1150, cost so far 13604
end of batch....1151, cost so far 13604
end of batch....1152, cost so far 13550
